post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Category,attribute_data:Category,attribute:Color,attribute_data:Color,attribute:Hand,attribute_data:Hand,"attribute:Hub Color","attribute_data:Hub Color","attribute:Insert Width","attribute_data:Insert Width",attribute:Length,attribute_data:Length,attribute:Model,attribute_data:Model,"attribute:Product Width","attribute_data:Product Width","attribute:Product width","attribute_data:Product width",attribute:Seal,attribute_data:Seal,"attribute:Select Hand","attribute_data:Select Hand",attribute:Side,attribute_data:Side,attribute:Size,attribute_data:Size,"attribute:Spoke Color","attribute_data:Spoke Color","attribute:Spoke Size","attribute_data:Spoke Size","attribute:Spokes Color","attribute_data:Spokes Color",attribute:Stages,attribute_data:Stages,attribute:Type,attribute_data:Type,attribute:Usage,attribute_data:Usage,"attribute:Wheel Size","attribute_data:Wheel Size",attribute:Width,attribute_data:Width,attribute:bearing-spacer,attribute_data:bearing-spacer,attribute:color,attribute_data:color,attribute:lenght,attribute_data:lenght,attribute:length,attribute_data:length,attribute:pa_clabel-type,attribute_data:pa_clabel-type,attribute:pa_color,attribute_data:pa_color,attribute:pa_product-type,attribute_data:pa_product-type,attribute:pa_product-width,attribute_data:pa_product-width,attribute:pa_spokes-color,attribute_data:pa_spokes-color,attribute:pa_spokes-color-1,attribute_data:pa_spokes-color-1,attribute:pa_wheel-size,attribute_data:pa_wheel-size,attribute:pa_width,attribute_data:pa_width,attribute:side,attribute_data:side,attribute:size,attribute_data:size,attribute:spokes-color,attribute_data:spokes-color,attribute:thickness,attribute_data:thickness,attribute:type,attribute_data:type,attribute:wheel-size,attribute_data:wheel-size,attribute:width,attribute_data:width
"4x1.4 Composite Hub - Black Tread",4x1-4-composite-hub-black-tread,,245596,,,publish,,0,"2024-04-04 10:23:13",1,,2CA023,,,no,no,,50.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/4x1-4-composite-hub-black-tread/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4x1.5 Soft Roll Composite Black Hub - Black tread",4x1-5-soft-roll-composite-black-hub-black-tread,,245598,,,publish,,0,"2024-04-04 10:23:13",1,,2CA029-BLK-Bk,,,no,no,,65.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/4x1-5-soft-roll-composite-black-hub-black-tread/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krypto 100mm - Flashing",krypto-100mm-flashing,,245599,,,publish,,0,"2024-04-04 10:23:13",1,,4CA770,,,no,no,,65.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/krypto-100mm-flashing/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MBL (100x34) Alucore 8mm (1404A1)",mbl-100x34-alucore-8mm-1404a1,,245600,,,publish,,0,"2024-04-04 10:23:13",1,closed,2CA026,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA033.png ! alt :  ! title : 2CA033 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/mbl-100x34-alucore-8mm-1404a1/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4x1 Composite Hub",4x1-composite-hub,,245602,,,publish,,0,"2024-04-04 10:23:13",1,closed,2CA411,,,no,no,,50.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA4115.jpg ! alt :  ! title : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90 ! desc :  ! caption : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90",,https://49b.pfcd.ca/product/4x1-composite-hub/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4x1.25 Back Carbon Fiber Caster w Black Molded Injection Tread",4x1-25-back-carbon-fiber-caster-w-black-molded-injection-tread,,245604,,,publish,,0,"2024-04-04 10:23:13",1,closed,2CA201-CF-BK,,,no,no,,95.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA201-CF-BK_200x200.png ! alt :  ! title : 2CA201-CF-BK_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/4x1-25-back-carbon-fiber-caster-w-black-molded-injection-tread/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4x1 Primo Hollow Caster P-110 Black",4x1-primo-hollow-caster-p-110-black,,245606,,,publish,,0,"2024-04-04 10:23:14",1,closed,2CA109,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA117.png ! alt :  ! title : 2CA117 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/4x1-primo-hollow-caster-p-110-black/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4x1.5 Primo Hollow Caster - Black",4x1-5-primo-hollow-caster-black,,245608,,,publish,,0,"2024-04-04 10:23:14",1,closed,2CA112,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA115.png ! alt :  ! title : 2CA115 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/4x1-5-primo-hollow-caster-black/,0,,,,,,,,,,,,simple,,"Castors > 4''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5x1.4 Composite Hub - Black Tread",5x1-4-composite-hub-black-tread,,245610,,,publish,,0,"2024-04-04 10:23:14",1,closed,2CA021,,,no,no,,70.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA023-BLK-Bk.jpg ! alt :  ! title : 2CA023-BLK-Bk ! desc :  ! caption : ",,https://49b.pfcd.ca/product/5x1-4-composite-hub-black-tread/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5'' MBL (125x34) Alucore 8mm (1405A1)",5-mbl-125x34-alucore-8mm-1405a1,,245611,,,publish,,0,"2024-04-04 10:23:14",1,closed,2CA003,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA003.png ! alt :  ! title : 2CA003 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/5-mbl-125x34-alucore-8mm-1405a1/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5x1 MBL Pneumatic complete, Tire, Tube, Bearing",5x1-mbl-pneumatic-complete-tire-tube-bearing,,245613,,,publish,,0,"2024-04-04 10:23:14",1,closed,2CA022,,,no,no,,100.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA022.png ! alt :  ! title : 2CA022 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/5x1-mbl-pneumatic-complete-tire-tube-bearing/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5x1 Primo Poly - Black",5x1-primo-poly-black,,245615,,,publish,,0,"2024-04-04 10:23:14",1,closed,2CA099,,,no,no,,70.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA114.png ! alt :  ! title : 2CA114 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/5x1-primo-poly-black/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5x1 CEW Aluminium / Shox - Black tread",5x1-cew-aluminium-shox-black-tread,,245616,,,publish,,0,"2024-04-04 10:23:15",1,closed,2CA300-SLV-Bk,,,no,no,,90.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA300-SLV-BK.png ! alt :  ! title : 2CA300-SLV-BK ! desc :  ! caption : ",,https://49b.pfcd.ca/product/5x1-cew-aluminium-shox-black-tread/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5x1 Composite Hub",5x1-composite-hub,,245618,,,publish,,0,"2024-04-04 10:23:15",1,closed,2CA020,,,no,no,,50.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA4115.jpg ! alt :  ! title : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90 ! desc :  ! caption : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90",,https://49b.pfcd.ca/product/5x1-composite-hub/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5x1 Primo D.G. Hollow Caster P-100 Black",5x1-primo-d-g-hollow-caster-p-100-black,,245620,,,publish,,0,"2024-04-04 10:23:15",1,closed,2CA114,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA114.png ! alt :  ! title : 2CA114 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/5x1-primo-d-g-hollow-caster-p-100-black/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5x1.5 Primo Hollow Caster P-120 Black",5x1-5-primo-hollow-caster-p-120-black,,245622,,,publish,,0,"2024-04-04 10:23:15",1,closed,2CA115,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA115.png ! alt :  ! title : 2CA115 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/5x1-5-primo-hollow-caster-p-120-black/,0,,,,,,,,,,,,simple,,"Castors > 5''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6x1.4 Composite Hub, 3 spikes",6x1-4-composite-hub-3-spikes,,245623,,,publish,,0,"2024-04-04 10:23:15",1,closed,2CA052,,,no,no,,52.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA4115.jpg ! alt :  ! title : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90 ! desc :  ! caption : CREATOR: gd-jpeg v1.0 (using IJG JPEG v62), quality = 90",,https://49b.pfcd.ca/product/6x1-4-composite-hub-3-spikes/,0,,,,,,,,,,,,simple,,"Castors > 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6x1.4 Composite Hub - Black Tread",6x1-4-composite-hub-black-tread,,245624,,,publish,,0,"2024-04-04 10:23:15",1,closed,2CA050,,,no,no,,52.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA023-BLK-Bk.jpg ! alt :  ! title : 2CA023-BLK-Bk ! desc :  ! caption : ",,https://49b.pfcd.ca/product/6x1-4-composite-hub-black-tread/,0,,,,,,,,,,,,simple,,"Castors > 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6x1.4 Black Nylon Disc Hub -0 Black Tread",6x1-4-black-nylon-disc-hub-0-black-tread,,245625,,,publish,,0,"2024-04-04 10:23:15",1,,2CA053,,,no,no,,100.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/6x1-4-black-nylon-disc-hub-0-black-tread/,0,,,,,,,,,,,,simple,,"Castors > 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6'' MBL (150x34) Alucore 8mm (1406A1)",6-mbl-150x34-alucore-8mm-1406a1,,245626,,,publish,,0,"2024-04-04 10:23:15",1,closed,2CA033,,,no,no,,100.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA033.png ! alt :  ! title : 2CA033 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/6-mbl-150x34-alucore-8mm-1406a1/,0,,,,,,,,,,,,simple,,"Castors > 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6x1 1/4 MBL Pneumatic Castor complete, Tire/Tube/Bearings",6x1-1-4-mbl-pneumatic-castor-complete-tire-tube-bearings,,245627,,,publish,,0,"2024-04-04 10:23:16",1,closed,2CA035,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/6x1-1-4-mbl-pneumatic-castor-complete-tire-tube-bearings/,0,,,,,,,,,,,,simple,,"Castors > 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6x1 Primo D.G. Hollow Caster P-102 Black",6x1-primo-d-g-hollow-caster-p-102-black,,245629,,,publish,,0,"2024-04-04 10:23:16",1,closed,2CA117,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA117.png ! alt :  ! title : 2CA117 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/6x1-primo-d-g-hollow-caster-p-102-black/,0,,,,,,,,,,,,simple,,"Castors > 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6x1.5 Primo Hollow Caster P-120 Black",6x1-5-primo-hollow-caster-p-120-black,,245631,,,publish,,0,"2024-04-04 10:23:16",1,closed,2CA118,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA115.png ! alt :  ! title : 2CA115 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/6x1-5-primo-hollow-caster-p-120-black/,0,,,,,,,,,,,,simple,,"Castors > 6''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 1/2x2 1/4 Airless Foam Insert",12-1-2x2-1-4-airless-foam-insert,,245663,,,publish,,0,"2024-04-08 06:27:29",1,closed,2TBAF122125,,,no,no,,40.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TBAF6125.jpg ! alt :  ! title : 2TBAF6125.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/12-1-2x2-1-4-airless-foam-insert/,0,,,,,,,,,,,,simple,,"Foam Inserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16x2.125 Airless Foam Insert",16x2-125-airless-foam-insert,,245665,,,publish,,0,"2024-04-08 06:36:43",1,closed,2TBAF162125,,,no,no,,40.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TBAF61254.jpg ! alt :  ! title : 2TBAF61254.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/16x2-125-airless-foam-insert/,0,,,,,,,,,,,,simple,,"Foam Inserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18x1.75 Airless Foam Insert",18x1-75-airless-foam-insert,,245667,,,publish,,0,"2024-04-08 06:44:58",1,closed,2TBAF181750,,,no,no,,30.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TBAF612572.jpg ! alt :  ! title : 2TBAF612572.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/18x1-75-airless-foam-insert/,0,,,,,,,,,,,,simple,,"Foam Inserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22x1 3/8 (501) Airless Foam Insert",22x1-3-8-501-airless-foam-insert,,245668,,,publish,,0,"2024-04-08 07:15:42",1,closed,2TBAF223725,,,no,no,,40.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TBAF6125.jpg ! alt :  ! title : 2TBAF6125.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/22x1-3-8-501-airless-foam-insert/,0,,,,,,,,,,,,simple,,"Foam Inserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"k301 Rib - Black Non Marking 10x3 (300-4)",k301-rib-black-non-marking-10x3-300-4,,245670,,,publish,,0,"2024-04-08 08:27:05",1,closed,K253010404B0BK,,,no,no,,30.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k301-rib-black-non-marking-10x3-300-4/,0,,,,,,,,,,,,simple,,"Tires > 10x3 (300-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K671 Cruiser - Grey 10x3 (410/350-6)",k671-cruiser-grey-10x3-410-350-6,,245671,,,publish,,0,"2024-04-08 08:29:41",1,closed,K256710616B0,,,no,no,,33.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K671.jpg ! alt :  ! title : K671 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k671-cruiser-grey-10x3-410-350-6/,0,,,,,,,,,,,,simple,,"Tires > 10x3 (300-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"k301X Rib - Foam Filled 10x3 (300-4)",k301x-rib-foam-filled-10x3-300-4,,245672,,,publish,,0,"2024-04-08 08:29:42",1,closed,KTT10300F,,,no,no,,67.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k301_200x200.jpg ! alt :  ! title : k301_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k301x-rib-foam-filled-10x3-300-4/,0,,,,,,,,,,,,simple,,"Tires > 10x3 (300-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K671 Racing - Foam Filled - Grey 10x3 (300-4)",k671-racing-foam-filled-grey-10x3-300-4,,245673,,,publish,,0,"2024-04-08 08:29:42",1,closed,KTT10300NPR,,,no,no,,82.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K671.jpg ! alt :  ! title : K671 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k671-racing-foam-filled-grey-10x3-300-4/,0,,,,,,,,,,,,simple,,"Tires > 10x3 (300-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K469 Knobby Foam Filled - Grey 10x3-1 (300-4)",k469-knobby-foam-filled-grey-10x3-1-300-4,,245675,,,publish,,0,"2024-04-08 08:34:59",1,closed,KTT10300R-469,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k469_200x200.jpg ! alt :  ! title : k469_200x200 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k469-knobby-foam-filled-grey-10x3-1-300-4/,0,,,,,,,,,,,,simple,,"Tires > 10x3 (300-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6x1 1/4 Cruiser K671 4P T (150x30) (32-86) - Grey",6x1-1-4-cruiser-k671-4p-t-150x30-32-86-grey,,245676,,,publish,,0,"2024-04-08 08:39:28",1,closed,K25671515B0,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K671.jpg ! alt :  ! title : K671 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/6x1-1-4-cruiser-k671-4p-t-150x30-32-86-grey/,0,,,,,,,,,,,,simple,,"Tires > 8x2 (200x50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8x1 1/4 Street K23B (32-137) - Grey",8x1-1-4-street-k23b-32-137-grey,,245677,,,publish,,0,"2024-04-08 08:39:29",1,closed,K25081523B14,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K25081523B142.png ! alt :  ! title : K25081523B142 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/8x1-1-4-street-k23b-32-137-grey/,0,,,,,,,,,,,,simple,,"Tires > 8x2 (200x50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K473 - 8x2 (200x50) - Black",k473-8x2-200x50-black,,245678,,,publish,,0,"2024-04-08 08:39:29",1,closed,K2454730301C0,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/K473.jpg ! alt :  ! title : K473 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k473-8x2-200x50-black/,0,,,,,,,,,,,,simple,,"Tires > 8x2 (200x50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K909 Slick 4P - Black 8x2 (200x50)",k909-slick-4p-black-8x2-200x50,,245679,,,publish,,0,"2024-04-08 08:39:29",1,closed,K109090301B0,,,no,no,,20.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/k909.jpg ! alt :  ! title : k909 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/k909-slick-4p-black-8x2-200x50/,0,,,,,,,,,,,,simple,,"Tires > 8x2 (200x50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
